hard_skill,soft_skill,label,candidate_field
"['business', 'change control', 'project governance', 'project management', 'project resources', 'security', 'service', 'system']","['governance', 'management']",1,telecomunication
"['business', 'dependency management', 'financial systems', 'go', 'project governance', 'project management', 'service', 'service desk', 'stakeholder management', 'system', 'transformation']","['governance', 'influencing skills', 'management', 'negotiation']",1,telecomunication
"['application', 'cancer', 'discharge planning', 'endocrinology', 'liver transplantation', 'mental health', 'neurology', 'social work', 'spinal cord injuries', 'working with children']","['planning', 'problem solving', 'research', 'training and development']",0,healthcare & medical
"['business', 'customer relationship management', 'digital', 'films', 'graphics', 'installation', 'job costing', 'sales', 'security', 'windows']","['management', 'microsoft office', 'relationship management']",0,sales
"['sales', 'service', 'standard']",['customer service'],0,sales
"['account management', 'automation', 'cold calling', 'crm', 'customer satisfaction', 'data', 'phone sales', 'quotations', 'robotics', 'sales', 'sales process', 'service', 'technical sales', 'excel']","['customer service', 'data entry', 'management', 'operations', 'research']",0,sales
"['business', 'customer experience', 'data', 'payroll administration', 'rolling', 'testing', 'transformation']",[],1,telecomunication
"['sales', 'service']",['customer service'],0,administration & office support
"['annual reports', 'data', 'data mining', 'finance', 'financial accounting', 'statutory accounts', 'surveys', 'tax', 'excel']",['management'],0,accounting
"['api', 'automation', 'building automation', 'devops', 'java', 'selenium', 'testing']",['leadership'],1,telecomunication
"['clinical governance', 'data', 'database development', 'joint replacement', 'medical', 'medical records', 'public transport', 'quality improvement', 'service', 'streamlining', 'system', 'tracking', 'excel']","['compassion', 'customer service', 'filing', 'governance', 'management', 'meeting', 'microsoft office', 'scheduling']",0,administration & office support
"['application', 'bridging', 'business', 'computers', 'digital', 'firewall', 'healthcare services', 'information management', 'information systems', 'investments', 'jabber', 'networking', 'server', 'system', 'telehealth', 'telephony', 'telepresence', 'videoconferencing']","['governance', 'infrastructure', 'innovation', 'leadership', 'management', 'operations']",1,telecomunication
"['broadband', 'help desk support', 'inventory', 'knowledge base', 'purchasing', 'service', 'service delivery', 'system', 'testing', 'windows']","['customer service', 'management', 'written communication']",1,telecomunication
"['act', 'acute care', 'application', 'medical', 'nursing', 'nursing care']","['planning', 'writing']",0,healthcare & medical
"['api', 'application', 'application programming interface', 'business', 'business requirements', 'closing', 'digital', 'front-end', 'interface design', 'remuneration', 'scheme', 'software development', 'system', 'tests', 'ui', 'user interface', 'web design', 'web services']","['coordinating', 'integration', 'management', 'troubleshooting']",1,telecomunication
"['application', 'consolidation', 'crm', 'networking', 'registration', 'sales', 'sales management', 'service', 'stock control', 'system']","['customer service', 'management', 'microsoft office', 'punctuality', 'reliability']",0,retail & consumer products
"['automotive', 'business', 'sales', 'service']",['customer service'],0,sales
"['agile software development', 'angular', 'application', 'automation', 'business', 'code review', 'continuous delivery', 'css', 'delivery pipeline', 'git', 'html', 'mobile', 'object-oriented design', 'sass', 'selenium', 'software development', 'solid principles', 'sql', 'test-driven development', 'typescript']",[],1,telecomunication
"['application', 'healthcare services', 'medical']",[],0,healthcare & medical
"['budgeting', 'business', 'business partnering', 'finance', 'forecasting', 'management accounting', 'trading', 'variance analysis', 'excel']",['management'],0,accounting
"['application', 'capacity development', 'disabilities', 'fundraising', 'internal communications', 'policy research', 'stakeholder management', 'working with children']","['advocacy', 'communications', 'creative thinking', 'editing', 'management', 'research', 'time management']",0,marketing
"['act', 'business', 'digital', 'internal communications', 'remuneration', 'stakeholder management']","['communications', 'management', 'strategic thinking']",0,marketing
"['business', 'disease management', 'patient education', 'surgery']","['management', 'time management']",0,healthcare & medical
"['acceptance testing', 'business', 'peer review', 'production support', 'project management', 'proposal writing', 'sales', 'scale', 'service', 'service delivery', 'system', 'testing']","['infrastructure', 'leadership', 'management', 'writing']",1,telecomunication
"['clinical nursing', 'development planning', 'midwifery', 'nursing', 'remuneration']",['planning'],0,healthcare & medical
"['child development', 'disabilities', 'pathology', 'psychology', 'working with children']","['collaboration', 'leadership']",0,healthcare & medical
"['change management', 'data', 'infrastructure architecture', 'network planning and design', 'networking', 'service', 'vpn']","['infrastructure', 'management', 'planning']",1,telecomunication
"['application', 'business', 'data', 'document management', 'document management systems', 'management systems', 'procurement', 'public transport', 'system']","['filing', 'infrastructure', 'management', 'research']",0,administration & office support
"['act', 'agile methodology', 'agile project management', 'bpay', 'brokerage', 'business', 'business case', 'business systems', 'documentum', 'eclipse', 'forth', 'investment banking', 'lean six sigma', 'legislation', 'project management', 'qc', 'service', 'system', 'tax', 'testing', 'track', 'transparency', 'wealth management']","['infrastructure', 'ingenuity', 'leadership', 'management', 'operations', 'relationship management', 'time management']",1,telecomunication
"['customer experience', 'sales', 'service', 'trading']","['customer service', 'enthusiasm']",0,retail & consumer products
"['business', 'customer experience', 'merchandising', 'sales', 'service', 'visual merchandising']","['business operations', 'computer literacy', 'customer service', 'decision making', 'literacy', 'management', 'operations', 'problem solving']",0,retail & consumer products
"['accounts payable', 'aviation', 'data', 'medical', 'petty cash', 'primary health care', 'security', 'security technology', 'service', 'testing']","['communications', 'data entry']",0,administration & office support
"['apple', 'business', 'data', 'data extraction', 'home care', 'macros', 'performance reporting', 'streamlining', 'excel']","['creative thinking', 'microsoft office', 'problem solving']",0,administration & office support
"['active directory', 'automation', 'business', 'mitigation', 'operating systems', 'risk mitigation', 'security', 'security controls', 'stakeholder management', 'transformation', 'user experience']","['collaboration', 'diplomacy', 'management', 'negotiation', 'quality assurance', 'verbal communication skills']",1,telecomunication
"['account management', 'business', 'chemical', 'data', 'farming', 'material', 'sales', 'service', 'stakeholder management', 'track']",['management'],0,sales
"['bookkeeping', 'business', 'service', 'excel']","['management', 'microsoft excel', 'time management', 'typing', 'writing']",0,administration & office support
"['business', 'business reporting', 'career development', 'crm', 'filtration', 'manufacturing', 'medical', 'pharmaceutical', 'qlikview', 'quotations', 'sales', 'sales management', 'sales territory', 'sap crm', 'service', 'tracking', 'excel']","['coordinating', 'customer service', 'management', 'microsoft word', 'time management']",0,administration & office support
['business'],['management'],0,accounting
"['act', 'application']",[],0,administration & office support
['service'],['aesthetics'],0,healthcare & medical
"['business', 'data', 'expense management', 'sales', 'service', 'testing']","['coordinating', 'customer service', 'data entry', 'filing', 'management', 'operations']",0,sales
"['application', 'career development', 'registration', 'system']",['planning'],0,healthcare & medical
"['business', 'content management', 'data', 'data analysis', 'general administrative support', 'sport', 'sports management', 'excel']","['management', 'social media', 'swimming']",0,administration & office support
"['angular', 'api', 'application', 'backend', 'bitbucket', 'collections', 'cryptography', 'data', 'database encryption', 'digital', 'dotnet', 'encryption', 'git', 'java', 'js', 'json', 'key management', 'nosql', 'nunit', 'object-oriented design', 'production support', 'public key infrastructure', 'python', 'scripting', 'server', 'service', 'soap', 'web api', 'web services', 'xunit', 'aws']","['infrastructure', 'integration', 'management']",1,telecomunication
"['act', 'application', 'closing', 'maritime security', 'security']",[],0,administration & office support
"['business', 'relationship building', 'sales']","['management', 'training and development']",0,sales
"['business', 'consumables', 'customer support', 'medical', 'sales', 'service']",[],0,healthcare & medical
"['act', 'branding', 'business', 'business development', 'customer profitability', 'data', 'digital', 'drawing', 'maternity', 'oil and gas', 'refining', 'sales', 'scale', 'scheme', 'track', 'trading', 'vehicle']","['accountability', 'meeting', 'negotiation', 'resilience']",0,sales
"['act', 'application', 'dispatching', 'financial accounting', 'management systems', 'property management', 'property management systems', 'yardi']","['management', 'real estate']",0,accounting
"['application', 'balance sheet', 'business', 'consolidated accounts', 'finance', 'manufacturing', 'reconciliation', 'revenue stream', 'statutory accounts', 'technical accounting', 'track']",['sourcing'],0,accounting
"['manufacturing', 'network infrastructure', 'windows']",['infrastructure'],1,telecomunication
"['application', 'digital', 'go', 'legislation', 'readability', 'security', 'testing', 'usability', 'web design']",[],0,marketing
"['application', 'business', 'cinema 4d', 'digital', 'graphics', 'investments', 'sport', 'typography']",['imagination'],0,"advertising, arts & media"
"['backend', 'css', 'frontend', 'full stack', 'go', 'html', 'javascript', 'nodejs', 'python', 'react', 'security']",['integration'],1,telecomunication
"['balance sheet', 'business', 'capital markets', 'consolidation', 'finance', 'front office', 'product control', 'trading', 'treasury', 'excel']",[],0,accounting
"['business', 'dietetics', 'embedding', 'landscape', 'new product development', 'public affairs', 'public health', 'track']","['advocacy', 'communications', 'innovation', 'management', 'planning', 'research']",0,marketing
"['act', 'care planning', 'employee benefits', 'home care', 'medical', 'pain management', 'palliative care', 'registration', 'track', 'wound care']","['leadership', 'management', 'planning', 'problem solving', 'relationship management', 'team leadership', 'time management', 'training and development']",0,healthcare & medical
['statutory accounts'],['planning'],0,accounting
"['application', 'fiona', 'higher education', 'indicators', 'sales', 'security', 'stakeholder management', 'standard', 'visual arts']","['creativity', 'management', 'research', 'social media', 'teaching']",0,"advertising, arts & media"
"['business', 'business reporting', 'career development', 'crm', 'filtration', 'manufacturing', 'medical', 'pharmaceutical', 'qlikview', 'quotations', 'sales', 'sales management', 'sales territory', 'sap crm', 'service', 'tracking', 'excel']","['coordinating', 'customer service', 'management', 'microsoft word', 'time management']",0,sales
"['business', 'business development', 'sales', 'security']",[],1,telecomunication
"['business', 'digital', 'kpis', 'market share', 'networking', 'publishing', 'relationship building', 'sales', 'sport', 'vehicle']","['negotiation', 'problem solving', 'retail sales', 'valid driver s license']",0,sales
"['customer support', 'data', 'dispatching', 'erp', 'inventory', 'purchasing', 'sales', 'service', 'stock control', 'system', 'technical information', 'warehousing']","['customer service', 'loading and unloading']",0,sales
"['business', 'career development', 'inventory', 'less', 'look and feel', 'organic growth', 'remuneration', 'sales', 'track', 'excel']","['numbers', 'planning']",0,retail & consumer products
"['balance sheet', 'business', 'finance', 'fixed asset', 'fixed asset register', 'his', 'perm', 'pressurised environment', 'system', 'tracking', 'excel']",['management'],0,accounting
"['business', 'career development', 'oracle', 'excel']","['management', 'microsoft office', 'operations', 'presentations', 'written communication']",0,administration & office support
"['booking', 'hearing aid', 'restoration', 'service']","['compassion', 'customer service', 'patience']",0,administration & office support
"['automation', 'business', 'business planning', 'crm', 'project management', 'sales', 'sales operations', 'sales process', 'service', 'sql', 'workflows', 'excel']","['management', 'operations', 'planning', 'program management']",1,telecomunication
"['data', 'public transport']",['data entry'],0,administration & office support
"['budgeting', 'business', 'business partnering', 'finance', 'forecasting', 'kpis', 'performance analysis']",['management'],0,accounting
"['application', 'business', 'hris', 'material', 'process improvements', 'rolling', 'system']",[],1,telecomunication
"['application', 'registration']",[],0,healthcare & medical
"['application', 'closing', 'employee benefits', 'professional services', 'remuneration', 'service', 'service delivery']","['customer service', 'management', 'preparedness', 'problem solving', 'scheduling', 'time management', 'written communication']",0,administration & office support
"['data', 'service']","['customer service', 'data entry', 'professionalism', 'reliability', 'written communication']",0,administration & office support
"['automotive', 'business', 'finance', 'sales', 'security', 'service', 'vehicle']","['customer service', 'team oriented']",0,sales
"['business', 'consolidation', 'finance', 'forecasting', 'scale']","['management', 'planning', 'visionary']",0,accounting
"['alm', 'angular', 'business', 'continuous integration', 'dotnet', 'full stack', 'html', 'integration testing', 'professional services', 'testing', 'typescript', 'web applications', 'web services']","['consulting', 'innovation', 'integration']",1,telecomunication
"['application', 'personal care', 'registration', 'service', 'service delivery', 'standard']","['first aid', 'operations']",0,healthcare & medical
"['business', 'go', 'market analysis', 'oncology', 'prescription', 'sales', 'track']","['innovation', 'integration', 'research']",0,healthcare & medical
"['business', 'consolidation', 'finance', 'internal controls', 'management accounting', 'organic growth', 'perspective', 'system', 'excel']",['management'],0,accounting
[],"['meeting', 'team building']",0,administration & office support
"['act', 'application', 'broadcasting', 'business', 'digital', 'investments', 'plasma', 'sport', 'standard', 'television production', 'waveforms']","['coordinating', 'imagination']",0,"advertising, arts & media"
"['business', 'business requirements', 'financial services', 'linux', 'middleware', 'networking', 'oracle', 'security', 'service', 'sql', 'stakeholder engagement', 'windows']","['consulting', 'customer service', 'engagement skills', 'infrastructure', 'negotiation', 'problem solving', 'troubleshooting']",1,telecomunication
"['booking', 'crm', 'data', 'filtration', 'logistics planning', 'of water', 'sales', 'service', 'xero']","['coordinating', 'customer service', 'data entry', 'planning']",0,administration & office support
"['computing', 'general insurance', 'investments', 'landscape']","['information technology', 'infrastructure', 'verbal communication skills']",1,telecomunication
"['budgeting', 'business', 'cost containment', 'cost management', 'financial modeling', 'forecasting', 'gms', 'investments', 'investor relations', 'system', 'tax', 'tracking', 'transformation', 'treasury']","['management', 'presentations']",0,accounting
"['automotive', 'automotive industry', 'encompass', 'remuneration', 'sales', 'sales process', 'vehicle']","['management', 'punctuality', 'reliability', 'time management']",0,sales
"['appraisals', 'budgeting', 'business', 'finance', 'forecasting', 'management accounting', 'performance reporting', 'excel']","['management', 'operations']",0,accounting
"['application', 'application security', 'business', 'business alignment', 'cyber security', 'event management', 'it service management', 'risk management', 'security', 'service', 'service delivery', 'service management', 'track', 'vulnerability', 'vulnerability management']","['consulting', 'coordinating', 'governance', 'information technology', 'infrastructure', 'management', 'research']",1,telecomunication
"['business', 'business reporting', 'marketing strategies', 'online marketing', 'pinterest', 'project management', 'sales', 'service', 'service delivery', 'social media marketing']","['innovation', 'management', 'social media', 'teaching']",0,marketing
"['closing', 'customer experience', 'go', 'service']",['customer service'],0,retail & consumer products
"['business', 'logistics management', 'profit and loss']","['management', 'operations']",0,accounting
"['application', 'front office']","['management', 'verbal communication skills']",0,administration & office support
"['application', 'conflict resolution', 'employee benefits', 'financial services', 'infectious diseases', 'less', 'management systems', 'medical', 'private hospital', 'service', 'system']","['management', 'microsoft office', 'problem solving', 'teaching']",0,healthcare & medical
"['analytics', 'business', 'data', 'data mining', 'drawing', 'python', 'r', 'statistical methods', 'modelling']",[],1,telecomunication
"['account management', 'business', 'business development', 'investment decisions', 'relationship building']","['management', 'presentations', 'research', 'writing']",0,sales
"['agility', 'application']","['adaptability', 'compassion', 'resilience']",0,healthcare & medical
"['active directory', 'business', 'compliance training', 'employee benefits', 'remuneration', 'root cause analysis', 'security', 'server', 'service', 'service delivery', 'service desk', 'user accounts', 'user experience', 'windows']","['enthusiasm', 'management', 'writing', 'written communication']",1,telecomunication
"['application', 'business', 'data', 'sustainability']","['data entry', 'microsoft office', 'planning']",0,administration & office support
"['application', 'application servers', 'bitbucket', 'debugging', 'finance', 'git', 'hibernate', 'j2ee', 'java', 'javascript', 'jboss', 'phase', 'production support', 'software design', 'sql', 'swing', 'system', 'system testing', 'testing', 'unit testing']",[],1,telecomunication
"['infection', 'infection control', 'service', 'sterilization', 'windows']",['customer service'],0,healthcare & medical
"['brokerage', 'career development', 'expense reports', 'office management']","['management', 'microsoft office']",0,administration & office support
"['culture industry', 'customer experience', 'sales']",[],0,retail & consumer products
"['act', 'agriculture', 'application', 'business', 'career development', 'clinical medicine', 'competitive intelligence', 'data', 'dissemination', 'emotional intelligence', 'health policies', 'medical', 'medical affairs', 'medical sales', 'medical science', 'medical science liaison', 'medicine', 'pharmaceutical', 'pharmaceuticals', 'sales', 'service', 'strategic leadership', 'tls']","['leadership', 'meeting', 'mentorship', 'presentations']",0,healthcare & medical
"['business', 'external auditor', 'finance', 'financial accounting', 'professional services', 'sales', 'sales management', 'system']","['integration', 'management', 'presentations']",0,accounting
"['act', 'community mental health', 'go', 'mental health', 'mental health act', 'nursing', 'nursing care', 'service', 'working with children']",[],0,healthcare & medical
"['compliance requirements', 'nursing', 'registration', 'regulatory compliance', 'staff management']","['leadership', 'management', 'people management', 'problem solving']",0,healthcare & medical
"['angular', 'api', 'containerization', 'continuous integration', 'database schema', 'devops', 'docker', 'dotnet', 'engines', 'server', 'sql', 'system', 'testing', 'web api']",['integration'],1,telecomunication
"['application', 'home healthcare', 'inventory', 'inventory management', 'merchandising', 'point of sale', 'remuneration', 'service']","['customer service', 'management']",0,healthcare & medical
['portfolio management'],['management'],0,accounting
"['environmental health', 'milestones', 'procurement', 'project management']","['agenda', 'management', 'meeting', 'research']",0,administration & office support
"['account growth', 'account management', 'business', 'cosmetics', 'data', 'digital', 'digital transformation', 'financial data', 'go', 'transformation']","['ethical principles', 'innovation', 'management', 'research']",0,sales
"['brokerage', 'business', 'finance', 'financial services', 'remuneration', 'sales', 'vehicle']",['written communication'],0,sales
"['act', 'application', 'audio', 'business', 'court', 'digital', 'digital recording', 'digital transformation', 'justice', 'processor', 'punctuation', 'quality control', 'service', 'syntax', 'system', 'technical reference', 'transcription', 'transformation']","['english', 'grammar', 'management', 'microsoft word', 'planning', 'time management', 'transcribing', 'typing', 'word processor']",0,administration & office support
"['advertisement', 'closing', 'cpr', 'outdoor education', 'working with children']","['first aid', 'management', 'time management']",0,sport & recreation
"['manufacturing', 'sales', 'service']","['collaboration', 'customer service', 'leadership', 'management', 'microsoft office', 'sourcing', 'training and development', 'written communication']",0,administration & office support
"['clinical reasoning', 'closing', 'economy', 'fatigue', 'go', 'his', 'hygiene', 'injury prevention', 'life support', 'manufacturing', 'medical', 'occupational health', 'occupational hygiene', 'primary health care', 'registration', 'testing']","['collaboration', 'first aid', 'management']",0,healthcare & medical
"['business', 'change management', 'financial services', 'scrum', 'software development', 'stakeholder management']",['management'],1,telecomunication
"['business', 'commercial management', 'consolidation', 'finance', 'excel']","['decision making', 'leadership', 'management', 'planning', 'presentations']",0,accounting
"['acting', 'analytics', 'data', 'information management', 'machine learning', 'project documentation', 'project initiation documentation', 'project management', 'python', 'r', 'security', 'stakeholder management']","['management', 'written communication']",1,telecomunication
"['ansible', 'coreos', 'cucumber', 'data', 'docker', 'front-end', 'html', 'html5', 'javascript', 'milestones', 'mobile', 'mobile app', 'mysql', 'nodejs', 'object-oriented programming', 'openstack', 'react', 'react native', 'redis', 'rspec', 'ruby', 'ruby on rails', 'server', 'server-side', 'syntax', 'technical writing', 'templating', 'track', 'web applications', 'zeromq', 'databases']","['driven personality', 'integration', 'meeting', 'verbal communication skills', 'writing']",1,telecomunication
"['career development', 'community health', 'early intervention', 'maternity', 'medical', 'nursing', 'service', 'working with children']",[],0,healthcare & medical
"['account management', 'application', 'business', 'front office', 'living conditions', 'networking', 'sales', 'tourism', 'track']","['enthusiasm', 'hospitality', 'management', 'time management']",0,sales
"['balance sheet', 'business', 'finance', 'financial accounting', 'financial statements', 'general ledger', 'remuneration', 'statutory accounts']",['innovation'],0,accounting
"['business', 'business development', 'exhibitions']","['business acumen', 'management', 'negotiation', 'rapport building', 'self starter']",0,sales
"['business', 'data', 'data management', 'project management', 'saas', 'sales', 'sales operations', 'salesforcecom', 'excel']","['adaptability', 'management', 'microsoft office', 'operations', 'organizational skills', 'team oriented']",0,administration & office support
"['auditing', 'business', 'information systems', 'security', 'systems development']","['governance', 'management', 'writing']",1,telecomunication
"['bookkeeping', 'trial balance']","['english', 'written english']",0,accounting
"['business', 'garment construction', 'production management', 'quality control']","['business acumen', 'management', 'sourcing']",0,retail & consumer products
"['business', 'sales']",[],0,administration & office support
"['automotive', 'net', 'sales', 'vehicle']","['negotiation', 'self-motivation']",0,sales
"['analytical thinking', 'application', 'application development', 'automation', 'business', 'diversity and inclusion', 'healing', 'installation', 'java', 'landscape', 'operational excellence', 'oracle', 'python', 'scripting', 'splunk', 'unix', 'windows', 'aws', 'excel']","['creativity', 'infrastructure', 'innovation', 'operations', 'problem solving']",1,telecomunication
"['computer systems', 'dementia care', 'on-the-job training', 'palliative care']",['compassion'],0,healthcare & medical
"['adam', 'business', 'dotnet', 'implement projects', 'sales', 'sql', 'strategic planning', 'system', 'warehousing']","['integration', 'leadership', 'management', 'planning']",1,telecomunication
"['accounting software', 'apple', 'computing', 'medical', 'myob', 'excel']","['management', 'microsoft word', 'professionalism', 'time management', 'typing', 'verbal communication skills']",0,healthcare & medical
"['application', 'application development', 'business', 'cics', 'cobol', 'electronic funds transfer', 'finance', 'financial services', 'integrated development environments', 'jcl', 'sport', 'subsystems', 'transformation']","['consulting', 'integration']",1,telecomunication
"['application', 'registration', 'resourcing']",['coordinating'],0,administration & office support
"['business', 'finance', 'financial planning', 'mobility']","['decision making', 'management', 'operations', 'planning']",0,accounting
"['active treatment', 'acute care', 'cancer', 'cancer care', 'care planning', 'child protection', 'clinical leadership', 'community education', 'cultural diversity', 'diving', 'knowledge base', 'life support', 'medical', 'perm', 'prognosis', 'remuneration', 'requisition', 'service', 'service delivery', 'social work']","['advocacy', 'leadership', 'management', 'planning', 'swimming', 'teaching']",0,healthcare & medical
"['business', 'data', 'development management', 'growth strategies', 'sales', 'track']","['curiosity', 'financial literacy', 'innovation', 'leadership', 'literacy', 'management', 'operations', 'planning', 'retail sales', 'teamwork']",0,retail & consumer products
"['application', 'business', 'career development', 'cold calling', 'lead generation', 'public transport', 'sales', 'vehicle']",[],0,sales
"['balance sheet', 'business', 'commercial finance', 'creative accounting', 'finance', 'process improvements', 'system', 'excel']","['communications', 'management', 'time management']",0,accounting
"['business', 'data', 'myob', 'order processing', 'purchasing', 'sales', 'sales order']","['data entry', 'filing', 'microsoft office', 'spreadsheets', 'typing']",0,administration & office support
"['angular', 'api', 'application', 'automotive', 'bootstrap', 'brakes', 'business', 'business requirements', 'css', 'customer support', 'dotnet', 'firefox', 'full-stack', 'html', 'ios', 'javascript', 'jquery', 'json', 'microsoft azure', 'mobile', 'oop', 'safari', 'scrum', 'server', 'software development', 'system', 'tdd', 'testing', 'web api', 'web development', 'web services', 'windows', 'windows forms', 'xml', 'azure']","['decision making', 'integration', 'planning', 'problem solving']",1,telecomunication
"['business', 'business sense', 'finance', 'inventory', 'plumbing', 'probation', 'public transport', 'sales', 'service', 'software systems', 'staff management', 'standard', 'vehicle', 'excel']","['customer service', 'management', 'microsoft excel', 'microsoft office']",0,sales
"['investing', 'service']",[],0,administration & office support
"['application', 'crisis intervention', 'health assessment', 'mental health', 'mental health nursing', 'nursing', 'nursing management', 'service', 'system', 'vehicle']","['accountability', 'collaboration', 'leadership', 'management', 'planning', 'team leadership']",0,healthcare & medical
['data'],"['data entry', 'operations']",0,administration & office support
"['business', 'direct marketing', 'lead generation', 'outsourcing', 'sales', 'scale']",[],0,sales
"['business', 'career development', 'consumables', 'fluid', 'fluid power', 'forecasting', 'sales', 'sales planning', 'service', 'solution selling', 'trades', 'transmission', 'vehicle']","['customer service', 'infrastructure', 'planning']",0,sales
"['customer satisfaction', 'nursing', 'registration', 'service', 'social work', 'standard', 'wound management']","['innovation', 'management', 'research', 'teamwork', 'time management']",0,healthcare & medical
"['business', 'sales', 'sales territory', 'vehicle']",[],0,sales
"['business', 'computers', 'event management', 'records management', 'sailing', 'scouting', 'service', 'excel']","['confident communicator', 'filing', 'leadership', 'leadership development', 'management', 'meeting', 'microsoft office', 'negotiation', 'preparedness', 'reliability', 'time management', 'trustworthiness', 'written communication']",0,administration & office support
"['career development', 'continuous training', 'data', 'large format', 'point of sale', 'professional services', 'public relations', 'service', 'standard', 'stock control', 'excel']","['customer service', 'data entry', 'problem solving']",0,healthcare & medical
"['networking', 'operating systems', 'server', 'service', 'windows']","['customer service', 'information technology', 'management', 'planning', 'self starter']",1,telecomunication
"['business', 'commercial finance', 'finance', 'manufacturing', 'sales']",['presentations'],0,accounting
"['eftpos', 'service']","['customer service', 'professionalism']",0,administration & office support
"['community development', 'exercise science', 'health promotion', 'of water', 'organisational policies', 'public health', 'sport', 'sports management', 'working with children']",['management'],0,sport & recreation
"['business', 'lead generation', 'relationship building', 'sales']","['leadership', 'management']",0,sales
"['community health', 'exercise physiology', 'medical', 'nursing', 'physiology', 'quality improvement', 'service']",[],0,healthcare & medical
"['business', 'business development', 'sales', 'excel']","['meeting', 'microsoft excel', 'negotiation']",0,sales
"['budgeting', 'business', 'finance', 'financial management', 'forecasting', 'manufacturing', 'rolling', 'systems controls', 'variance analysis', 'modelling']","['leadership', 'management', 'operations', 'presentations', 'team management']",0,accounting
"['application', 'business', 'mechanical', 'mechanical aptitude', 'plumbing', 'sales', 'scheme', 'service', 'vehicle']","['customer service', 'management']",0,sales
"['analytics', 'budgeting', 'finance', 'project management', 'reduction', 'risk management', 'sustainability', 'tax']","['management', 'planning', 'research']",0,accounting
"['application', 'community health', 'medical', 'radiology', 'remuneration', 'requisition', 'service', 'surgery']","['listening skills', 'writing']",0,healthcare & medical
"['go', 'perm']","['filing', 'written communication']",0,administration & office support
"['balance sheet', 'business', 'sox compliance', 'tax', 'track']","['management', 'research']",0,accounting
"['business', 'legislation', 'service', 'testing', 'databases', 'excel']","['computer literacy', 'customer service', 'decision making', 'filing', 'literacy', 'management', 'meeting', 'microsoft office', 'problem solving', 'verbal communication skills']",0,administration & office support
"['accounts payable', 'acting', 'business', 'data', 'erp', 'finance', 'system']",[],0,accounting
"['business', 'imaging', 'networking', 'vlan', 'windows']",[],1,telecomunication
"['application', 'closing', 'data', 'data management', 'documentation generation', 'project documentation', 'remuneration', 'working with children']","['management', 'meeting', 'operations', 'research']",0,administration & office support
"['data', 'project schedules', 'quality control', 'scenario analysis']","['integration', 'scheduling']",1,telecomunication
"['account management', 'analytics', 'business', 'campaign management', 'career development', 'crm', 'data', 'digital', 'econometrics', 'economics', 'etl', 'financial services', 'fluid', 'google analytics', 'loyalty marketing', 'loyalty programs', 'matlab', 'mobile', 'multitasking', 'predictive analytics', 'python', 'qlikview', 'r', 'relational databases', 'sas', 'server', 'service', 'spss', 'sql', 'statistical software', 'statistics', 'tableau', 'web analytics', 'databases', 'excel', 'salesforce']","['consulting', 'enthusiasm', 'hospitality', 'innovation', 'management', 'planning', 'research', 'scheduling']",1,telecomunication
"['acute care', 'business', 'consumables', 'critical care', 'device', 'medical', 'medical sales', 'procurement', 'remuneration', 'sales']",['management'],0,healthcare & medical
"['booking', 'business', 'business development', 'marketing collateral', 'professional services', 'publishing']","['communications', 'confident communicator', 'coordinating', 'management', 'presentations', 'social media', 'writing']",0,marketing
"['credit control', 'fixed asset', 'fixed asset register', 'sales', 'vehicle']",['management'],0,accounting
"['act', 'business', 'go', 'maternity', 'networking', 'procurement', 'professional services', 'purchasing', 'service', 'excel']","['customer service', 'influencing skills', 'innovation', 'management', 'meeting', 'problem solving', 'professionalism', 'relationship management', 'time management', 'training and development', 'written communication']",0,sales
"['business', 'nursing', 'service']",['customer service'],0,administration & office support
"['act', 'acting', 'appraisals', 'business', 'finance', 'financial statements', 'income tax', 'portfolio management', 'standard', 'statutory audit', 'tax', 'technical audit', 'technical report']","['management', 'planning', 'presentations', 'writing']",0,accounting
"['business', 'glp']",['professionalism'],0,administration & office support
"['business', 'cold calling', 'remuneration', 'sales']","['numbers', 'patience', 'scheduling']",0,sales
"['business', 'change management', 'employee benefits', 'infection', 'infection control', 'service', 'sport', 'standard']","['accountability', 'computer literacy', 'literacy', 'management']",0,healthcare & medical
"['application', 'business', 'electrical', 'flooring', 'sales', 'service', 'trades', 'trading']","['customer service', 'problem solving']",0,retail & consumer products
"['business', 'business analysis', 'digital', 'stakeholder management']",['management'],1,telecomunication
"['agility', 'application', 'community health', 'employee benefits', 'mental health', 'palliative care', 'public health', 'service', 'social work']","['humility', 'leadership', 'teaching']",0,healthcare & medical
"['business', 'functional training', 'lead generation']","['goal setting', 'professionalism', 'teaching', 'training and development', 'willingness to learn']",0,sport & recreation
"['patient education', 'polysomnography', 'sleep studies']",[],0,healthcare & medical
"['business', 'corporate tax', 'cta', 'networking', 'tax', 'tax planning']","['meeting', 'planning']",0,accounting
"['contract management', 'event management', 'extranet', 'finance', 'higher education', 'intranet', 'service', 'system', 'task management']","['coordinating', 'customer service', 'english', 'governance', 'management', 'meeting', 'microsoft office', 'presentations', 'time management']",0,administration & office support
"['business', 'customer development', 'plumbing', 'sales', 'service', 'standard', 'stock management']","['customer service', 'enthusiasm', 'management']",0,retail & consumer products
